Epoch,IDBatch,Loss,Accuracy
0.0,0.0,219.3467559814453,0.37144601345062256
0.0,1.0,213.2847900390625,0.3090016543865204
0.0,2.0,238.6697998046875,0.30271774530410767
0.0,3.0,240.91619873046875,0.307792991399765
0.0,4.0,228.543701171875,0.34694674611091614
0.0,5.0,249.00897216796875,0.3480384349822998
0.0,6.0,226.34898376464844,0.3498471975326538
0.0,7.0,234.0615692138672,0.3533617854118347
0.0,8.0,235.52072143554688,0.30718696117401123
0.0,9.0,237.83477783203125,0.33837229013442993
0.0,10.0,251.38414001464844,0.3124280273914337
0.0,11.0,238.48831176757812,0.3225616216659546
0.0,12.0,251.28265380859375,0.3027060031890869
0.0,13.0,247.02981567382812,0.3278593122959137
0.0,14.0,262.4762268066406,0.2715677320957184
0.0,15.0,258.6730651855469,0.3225739002227783
0.0,16.0,255.73895263671875,0.2947791814804077
0.0,17.0,266.9471435546875,0.279160737991333
0.0,18.0,280.03485107421875,0.3332061171531677
0.0,19.0,245.66397094726562,0.3076850473880768
0.0,20.0,256.07904052734375,0.3311322331428528
0.0,21.0,257.52850341796875,0.31319504976272583
0.0,22.0,246.7974395751953,0.33050277829170227
0.0,23.0,249.64300537109375,0.35018178820610046
0.0,24.0,264.22833251953125,0.309619277715683
0.0,25.0,279.9410705566406,0.2820483148097992
0.0,26.0,263.3392028808594,0.3052476644515991
0.0,27.0,263.4615783691406,0.31534823775291443
0.0,28.0,261.80889892578125,0.3115353584289551
0.0,29.0,253.96278381347656,0.31031090021133423
0.0,30.0,269.7352600097656,0.3068612515926361
0.0,31.0,268.2923278808594,0.33604609966278076
0.0,32.0,257.7373352050781,0.3423722982406616
0.0,33.0,267.7062683105469,0.29576367139816284
0.0,34.0,248.14346313476562,0.33081769943237305
0.0,35.0,274.32403564453125,0.2771734893321991
0.0,36.0,238.03594970703125,0.29732227325439453
0.0,37.0,291.2978515625,0.2770859897136688
0.0,38.0,255.266357421875,0.3204200863838196
0.0,39.0,277.65521240234375,0.31450286507606506
0.0,40.0,271.2693176269531,0.34314635396003723
0.0,41.0,259.349609375,0.33142155408859253
0.0,42.0,280.9112854003906,0.31930938363075256
0.0,43.0,289.9902648925781,0.29464244842529297
0.0,44.0,266.384765625,0.31857532262802124
0.0,45.0,259.3974914550781,0.27987921237945557
0.0,46.0,272.32965087890625,0.3166252672672272
0.0,47.0,288.88165283203125,0.3402029275894165
0.0,48.0,259.63275146484375,0.3564382791519165
0.0,49.0,267.22821044921875,0.2832346558570862
0.0,50.0,257.6797790527344,0.3242572247982025
0.0,51.0,270.9573974609375,0.3104895055294037
0.0,52.0,266.720703125,0.35031989216804504
0.0,53.0,268.9700012207031,0.30262285470962524
0.0,54.0,248.57315063476562,0.3113647401332855
0.0,55.0,289.51153564453125,0.30862146615982056
0.0,56.0,263.62237548828125,0.3126794099807739
0.0,57.0,261.56646728515625,0.3477141261100769
0.0,58.0,273.52032470703125,0.32325610518455505
0.0,59.0,248.06629943847656,0.3615914285182953
0.0,60.0,249.7141571044922,0.31574246287345886
0.0,61.0,255.48487854003906,0.33043941855430603
0.0,62.0,252.27703857421875,0.35648584365844727
0.0,63.0,258.27362060546875,0.33265796303749084
0.0,64.0,269.6130065917969,0.2887098789215088
0.0,65.0,256.9116516113281,0.3263750970363617
0.0,66.0,230.24559020996094,0.312894344329834
0.0,67.0,280.29742431640625,0.33352532982826233
0.0,68.0,256.9513854980469,0.32578837871551514
0.0,69.0,272.2597351074219,0.35081738233566284
0.0,70.0,267.2113037109375,0.34973961114883423
0.0,71.0,297.822021484375,0.3069922626018524
0.0,72.0,269.5689392089844,0.30724236369132996
0.0,73.0,259.83148193359375,0.3159491717815399
0.0,74.0,278.55474853515625,0.3299694359302521
0.0,75.0,294.4270935058594,0.3307707905769348
0.0,76.0,256.3426513671875,0.2905423641204834
0.0,77.0,270.28790283203125,0.35875779390335083
0.0,78.0,272.3271789550781,0.3359973728656769
0.0,79.0,266.29010009765625,0.3096146285533905
0.0,80.0,298.1275329589844,0.2828526496887207
0.0,81.0,274.861328125,0.3027731478214264
0.0,82.0,277.92474365234375,0.2987329363822937
0.0,83.0,277.9608154296875,0.28696584701538086
0.0,84.0,247.97032165527344,0.3176827132701874
0.0,85.0,259.4676818847656,0.3023531138896942
0.0,86.0,288.2137756347656,0.32113906741142273
0.0,87.0,267.69549560546875,0.34973031282424927
0.0,88.0,265.7432556152344,0.3301021158695221
0.0,89.0,267.4959716796875,0.29101651906967163
0.0,90.0,261.1689147949219,0.33933162689208984
0.0,91.0,265.63800048828125,0.32000207901000977
0.0,92.0,295.7023620605469,0.3009205162525177
0.0,93.0,279.1812744140625,0.30095985531806946
0.0,94.0,282.07440185546875,0.3018858730792999
0.0,95.0,269.2186279296875,0.31607988476753235
0.0,96.0,261.7979431152344,0.33093416690826416
